a,b,c,d,e,f
0.698519,-1.92853,-0.814,-0.999969,0.814,1.88415
0.697778,-1.92859,-0.816,-1.00001,0.816,1.89594
0.697037,-1.92859,-0.818,-1.00001,0.818,1.90794
0.696296,-1.92853,-0.82,-0.999969,0.82,1.92015
0.695556,-1.92859,-0.822,-1.00001,0.822,1.93194
0.694815,-1.92859,-0.824,-1.00001,0.824,1.94394
0.694074,-1.92859,-0.826,-1.00001,0.826,1.95594
0.693333,-1.92853,-0.828,-0.999969,0.828,1.96815
0.692593,-1.92859,-0.83,-1.00001,0.83,1.97994
0.691852,-1.92859,-0.832,-1.00001,0.832,1.99194
0.691111,-1.92853,-0.834,-0.999969,0.834,2.00415
0.69037,-1.92859,-0.836,-1.00001,0.836,2.01594
0.68963,-1.92859,-0.838,-1.00001,0.838,2.02794
0.688889,-1.92859,-0.84,-1.00001,0.84,2.03994
0.688148,-1.92853,-0.842,-0.999969,0.842,2.05215
0.687407,-1.92859,-0.844,-1.00001,0.844,2.06394
0.686667,-1.92859,-0.846,-1.00001,0.846,2.07594
0.685926,-1.92853,-0.848,-0.999969,0.848,2.08815
0.685185,-1.92859,-0.85,-1.00001,0.85,2.09994
0.684444,-1.92859,-0.852,-1.00001,0.852,2.11194
0.683704,-1.92859,-0.854,-1.00001,0.854,2.12394
0.682963,-1.92853,-0.856,-0.999969,0.856,2.13616
0.682222,-1.92859,-0.858,-1.00001,0.858,2.14794
0.681482,-1.92859,-0.86,-1.00001,0.86,2.15994
0.680741,-1.92853,-0.862,-0.999969,0.862,2.17216
0.68,-1.92859,-0.864,-1.00001,0.864,2.18394
0.679259,-1.92859,-0.866,-1.00001,0.866,2.19594
0.678519,-1.92859,-0.868,-1.00001,0.868,2.20794
0.677778,-1.92853,-0.87,-0.999969,0.87,2.22016
0.677037,-1.92859,-0.872,-1.00001,0.872,2.23194
0.676296,-1.92859,-0.874,-1.00001,0.874,2.24394
0.675556,-1.92853,-0.876,-0.999969,0.876,2.25616
0.674815,-1.92859,-0.878,-1.00001,0.878,2.26794
0.674074,-1.92859,-0.88,-1.00001,0.88,2.27994
0.673333,-1.92859,-0.882,-1.00001,0.882,2.29194
0.672593,-1.92853,-0.884,-0.999969,0.884,2.30416
0.671852,-1.92859,-0.886,-1.00001,0.886,2.31594
0.671111,-1.92859,-0.888,-1.00001,0.888,2.32794
0.67037,-1.92853,-0.89,-0.999969,0.89,2.34016
0.66963,-1.92859,-0.892,-1.00001,0.892,2.35193
0.668889,-1.92859,-0.894,-1.00001,0.894,2.36393
0.668148,-1.92859,-0.896,-1.00001,0.896,2.37593
0.667407,-1.92853,-0.898,-0.999969,0.898,2.38816
0.666667,-1.92859,-0.9,-1.00001,0.9,2.39993
0.665926,-1.92859,-0.902,-1.00001,0.902,2.41193
0.665185,-1.92853,-0.904,-0.999969,0.904,2.42417
0.664444,-1.92859,-0.906,-1.00001,0.906,2.43593
0.663704,-1.92859,-0.908,-1.00001,0.908,2.44793
0.662963,-1.92859,-0.91,-1.00001,0.91,2.45993
0.662222,-1.92853,-0.912,-0.999969,0.912,2.47217
0.661481,-1.92859,-0.914,-1.00001,0.914,2.48393
0.660741,-1.92859,-0.916,-1.00001,0.916,2.49593
0.66,-1.92853,-0.918,-0.999969,0.918,2.50817
0.659259,-1.92859,-0.92,-1.00001,0.92,2.51993
0.658519,-1.92859,-0.922,-1.00001,0.922,2.53193
0.657778,-1.92859,-0.924,-1.00001,0.924,2.54393
0.657037,-1.92853,-0.926,-0.999969,0.926,2.55617
0.656296,-1.92859,-0.928,-1.00001,0.928,2.56793
0.655556,-1.92859,-0.93,-1.00001,0.93,2.57993
0.654815,-1.92853,-0.932,-0.999969,0.932,2.59217
0.654074,-1.92859,-0.934,-1.00001,0.934,2.60393
0.653333,-1.92859,-0.936,-1.00001,0.936,2.61593
0.652593,-1.92859,-0.938,-1.00001,0.938,2.62793
0.651852,-1.92853,-0.94,-0.999969,0.94,2.64017
0.651111,-1.92859,-0.942,-1.00001,0.942,2.65193
0.65037,-1.92859,-0.944,-1.00001,0.944,2.66393
0.64963,-1.92853,-0.946,-0.999969,0.946,2.67617
0.648889,-1.92859,-0.948,-1.00001,0.948,2.68793
0.648148,-1.92859,-0.95,-1.00001,0.95,2.69993
0.647407,-1.92859,-0.952,-1.00001,0.952,2.71193
0.646667,-1.92853,-0.954,-0.999969,0.954,2.72417
0.645926,-1.92859,-0.956,-1.00001,0.956,2.73593
0.645185,-1.92859,-0.958,-1.00001,0.958,2.74793
0.644444,-1.92853,-0.96,-0.999969,0.96,2.76018
0.643704,-1.92859,-0.962,-1.00001,0.962,2.77193
0.642963,-1.92859,-0.964,-1.00001,0.964,2.78393
0.642222,-1.92859,-0.966,-1.00001,0.966,2.79593
0.641482,-1.92853,-0.968,-0.999969,0.968,2.80818
0.640741,-1.92859,-0.97,-1.00001,0.97,2.81993
0.64,-1.92859,-0.972,-1.00001,0.972,2.83193
0.639259,-1.92853,-0.974,-0.999969,0.974,2.84418
0.638519,-1.92859,-0.976,-1.00001,0.976,2.85593
0.637778,-1.92859,-0.978,-1.00001,0.978,2.86793
0.637037,-1.92859,-0.98,-1.00001,0.98,2.87993
0.636296,-1.92853,-0.982,-0.999969,0.982,2.89218
0.635556,-1.92859,-0.984,-1.00001,0.984,2.90393
0.634815,-1.92859,-0.986,-1.00001,0.986,2.91593
0.634074,-1.92853,-0.988,-0.999969,0.988,2.92818
0.633333,-1.92859,-0.99,-1.00001,0.99,2.93993
0.632593,-1.92859,-0.992,-1.00001,0.992,2.95193
0.631852,-1.92859,-0.994,-1.00001,0.994,2.96393
0.631111,-1.92853,-0.996,-0.999969,0.996,2.97618
0.63037,-1.92859,-0.998,-1.00001,0.998,2.98793
